iter	Passed	Remaining
338	726	42139
339	727	42087
340	731	42160
341	733	42159
342	735	42148
343	736	42106
344	738	42080
345	741	42103
346	744	42154
347	746	42152
348	749	42187
349	752	42254
350	753	42208
351	755	42189
352	757	42140
353	761	42241
354	762	42209
355	764	42210
356	768	42269
357	771	42342
358	773	42331
359	774	42265
360	776	42225
361	777	42191
362	779	42153
363	781	42158
364	782	42101
365	784	42103
366	785	42037
367	788	42042
368	789	42016
369	793	42074
370	794	42057
371	795	41995
372	797	41942
373	800	41996
374	803	42057
375	806	42116
376	808	42075
377	810	42088
378	812	42058
379	814	42055
380	816	42050
381	820	42136
382	824	42206
383	826	42216
384	828	42214
385	830	42199
386	833	42219
387	834	42162
388	838	42272
389	842	42341
390	844	42335
391	848	42457
392	851	42477
393	855	42573
394	857	42547
395	862	42702
396	867	42830
397	870	42885
398	873	42897
399	876	42930
400	880	43033
401	882	43010
402	883	42964
403	885	42949
404	887	42940
405	889	42922
406	893	42995
407	897	43119
408	899	43109
409	902	43125
410	909	43369
411	915	43533
412	919	43603
413	922	43654
414	924	43648
415	927	43646
416	930	43690
417	933	43718
418	935	43739
419	939	43797
420	942	43834
421	945	43874
422	948	43889
423	950	43887
424	952	43885
425	958	44023
426	960	44035
427	963	44069
428	968	44176
429	972	44244
430	975	44289
431	978	44318
432	980	44326
433	982	44306
434	985	44334
435	987	44329
436	990	44319
437	994	44408
438	998	44469
439	1000	44479
440	1003	44484
441	1006	44527
442	1014	44799
443	1019	44904
444	1030	45304
445	1034	45372
446	1040	45511
447	1045	45608
448	1050	45760
449	1053	45781
450	1059	45904
451	1062	45958
452	1067	46081
453	1073	46210
454	1078	46328
455	1084	46481
456	1088	46529
457	1091	46568
458	1094	46598
459	1100	46727
460	1103	46779
461	1109	46905
462	1114	47007
463	1118	47113
464	1126	47314
465	1130	47379
466	1135	47482
467	1139	47544
468	1141	47550
469	1143	47526
470	1147	47583
471	1150	47606
472	1154	47658
473	1157	47686
474	1161	47753
475	1164	47783
476	1169	47873
477	1173	47927
478	1177	48003
479	1183	48127
480	1187	48190
481	1190	48187
482	1195	48295
483	1198	48346
484	1202	48385
485	1206	48430
486	1214	48653
487	1218	48732
488	1227	48961
489	1231	49022
490	1236	49120
491	1245	49402
492	1250	49466
493	1254	49538
494	1258	49575
495	1262	49633
496	1266	49693
497	1269	49697
498	1272	49745
499	1275	49735
500	1278	49769
501	1281	49768
502	1283	49735
503	1285	49716
504	1286	49674
505	1290	49721
506	1294	49768
507	1296	49736
508	1297	49678
509	1298	49630
510	1300	49582
511	1302	49577
512	1305	49586
513	1308	49595
514	1310	49579
515	1311	49526
516	1312	49466
517	1314	49429
518	1316	49414
519	1318	49401
520	1319	49347
521	1322	49343
522	1324	49336
523	1325	49281
524	1326	49221
525	1329	49213
526	1330	49163
527	1331	49102
528	1333	49065
529	1334	49018
530	1336	49003
531	1338	48991
532	1340	48941
533	1341	48889
534	1342	48835
535	1343	48777
536	1345	48765
537	1347	48761
538	1349	48742
539	1352	48744
540	1355	48764
541	1358	48769
542	1359	48726
543	1362	48729
544	1364	48723
545	1366	48678
546	1368	48663
547	1370	48649
548	1373	48648
549	1376	48667
550	1380	48740
551	1382	48719
552	1385	48712
553	1387	48717
554	1390	48702
555	1392	48714
556	1395	48695
557	1396	48661
558	1400	48698
559	1403	48715
560	1406	48725
561	1408	48718
562	1409	48666
563	1410	48616
564	1412	48575
565	1414	48557
566	1415	48514
567	1418	48525
568	1419	48471
569	1420	48435
570	1421	48383
571	1422	48331
572	1425	48329
573	1427	48307
574	1428	48258
575	1431	48258
576	1432	48208
577	1433	48161
578	1435	48152
579	1438	48151
580	1439	48103
581	1440	48053
582	1441	48021
583	1444	48018
584	1445	47983
585	1447	47958
586	1449	47943
587	1450	47895
588	1452	47853
589	1454	47836
590	1456	47842
591	1457	47797
592	1459	47751
593	1460	47700
594	1462	47691
595	1464	47683
596	1466	47654
597	1467	47607
598	1468	47565
599	1469	47516
600	1470	47473
601	1472	47433
602	1473	47403
603	1474	47360
604	1476	47322
605	1478	47307
606	1479	47266
607	1481	47257
608	1483	47227
609	1484	47180
610	1485	47137
611	1486	47098
612	1487	47056
613	1488	47009
614	1491	47001
615	1492	46957
616	1495	46968
617	1497	46978
618	1500	46992
619	1502	46949
620	1504	46948
621	1505	46908
622	1506	46865
623	1509	46868
624	1511	46845
625	1512	46801
626	1513	46757
627	1516	46768
628	1519	46793
629	1521	46795
630	1523	46776
631	1525	46748
632	1527	46744
633	1529	46724
634	1530	46685
635	1532	46674
636	1534	46659
637	1536	46614
638	1538	46603
639	1539	46583
640	1541	46558
641	1545	46588
642	1546	46545
643	1548	46545
644	1550	46525
645	1552	46512
646	1554	46506
647	1556	46476
648	1558	46467
649	1560	46469
650	1563	46466
651	1564	46438
652	1566	46410
653	1570	46455
654	1572	46436
655	1574	46419
656	1576	46417
657	1581	46496
658	1584	46498
659	1586	46494
660	1589	46505
661	1595	46593
662	1597	46588
663	1605	46760
664	1608	46762
665	1612	46796
666	1613	46775
667	1615	46763
668	1617	46746
669	1620	46738
670	1623	46757
671	1624	46732
672	1626	46710
673	1628	46688
674	1631	46705
675	1633	46687
676	1635	46675
677	1637	46663
678	1640	46682
679	1645	46741
680	1647	46737
681	1651	46765
682	1656	46847
683	1661	46909
684	1664	46938
685	1669	46998
686	1672	47017
687	1675	47017
688	1680	47105
689	1683	47113
690	1686	47129
691	1689	47153
692	1694	47218
693	1698	47244
694	1702	47295
695	1705	47303
696	1707	47294
697	1711	47317
698	1714	47337
699	1719	47397
700	1720	47370
701	1725	47422
702	1727	47429
703	1735	47570
704	1737	47565
705	1740	47557
706	1741	47526
707	1743	47508
708	1745	47493
709	1748	47507
710	1752	47548
711	1754	47521
712	1756	47515
713	1758	47488
714	1760	47471
715	1761	47454
716	1765	47471
717	1767	47473
718	1771	47496
719	1773	47491
720	1775	47476
721	1777	47473
722	1781	47506
723	1785	47540
724	1787	47521
725	1789	47512
726	1793	47534
727	1797	47594
728	1800	47594
729	1802	47577
730	1804	47568
731	1808	47601
732	1810	47577
733	1811	47555
734	1818	47666
735	1821	47684
736	1823	47663
737	1825	47640
738	1827	47623
739	1829	47613
740	1830	47583
741	1834	47616
742	1836	47590
743	1838	47579
744	1840	47569
745	1843	47567
746	1844	47539
747	1847	47556
748	1850	47560
749	1853	47574
750	1856	47573
751	1858	47567
752	1860	47562
753	1862	47538
754	1864	47527
755	1868	47552
756	1871	47575
757	1873	47571
758	1877	47591
759	1879	47575
760	1881	47562
761	1885	47601
762	1887	47588
763	1889	47576
764	1892	47577
765	1895	47598
766	1898	47597
767	1900	47598
768	1903	47593
769	1904	47569
770	1907	47575
771	1909	47554
772	1910	47523
773	1914	47544
774	1915	47518
775	1918	47530
776	1920	47514
777	1923	47529
778	1926	47524
779	1928	47526
780	1930	47513
781	1933	47515
782	1935	47509
783	1937	47498
784	1940	47490
785	1941	47468
786	1945	47502
787	1948	47509
788	1951	47524
789	1956	47574
790	1959	47591
791	1961	47578
792	1963	47561
793	1969	47628
794	1970	47604
795	1973	47605
796	1977	47636
797	1979	47635
798	1982	47647
799	1986	47670
800	1988	47668
801	1990	47640
802	1993	47659
803	1996	47661
804	1998	47643
805	1999	47623
806	2001	47597
807	2002	47572
808	2005	47571
809	2007	47550
810	2009	47557
811	2014	47602
812	2030	47916
813	2036	48006
814	2050	48266
815	2052	48261
816	2064	48467
817	2076	48683
818	2079	48704
819	2090	48902
820	2100	49063
821	2110	49245
822	2117	49333
823	2128	49535
824	2140	49739
825	2145	49801
826	2158	50037
827	2162	50079
828	2175	50314
829	2181	50375
830	2184	50390
831	2186	50362
832	2187	50334
833	2189	50326
834	2192	50320
835	2194	50297
836	2195	50274
837	2203	50374
838	2208	50448
839	2215	50533
840	2225	50703
841	2227	50676
842	2229	50656
843	2230	50624
844	2233	50631
845	2235	50606
846	2236	50573
847	2237	50541
848	2240	50547
849	2242	50523
850	2244	50514
851	2246	50494
852	2248	50464
853	2249	50437
854	2251	50423
855	2254	50416
856	2256	50398
857	2258	50384
858	2259	50358
859	2262	50363
860	2264	50338
861	2266	50322
862	2270	50353
863	2272	50324
864	2274	50324
865	2277	50317
866	2278	50292
867	2282	50300
868	2285	50309
869	2288	50313
870	2292	50356
871	2295	50354
872	2297	50338
873	2299	50319
874	2301	50310
875	2304	50300
876	2307	50316
877	2311	50346
878	2313	50328
879	2315	50318
880	2324	50451
881	2330	50506
882	2334	50533
883	2341	50623
884	2344	50630
885	2346	50615
886	2349	50636
887	2354	50667
888	2356	50653
889	2358	50633
890	2360	50622
891	2364	50643
892	2366	50644
893	2368	50624
894	2373	50663
895	2377	50696
896	2383	50760
897	2388	50800
898	2392	50842
899	2399	50921
900	2405	50985
901	2409	51021
902	2413	51039
903	2419	51099
904	2421	51096
905	2425	51113
906	2428	51113
907	2429	51086
908	2431	51065
909	2433	51042
910	2436	51056
911	2438	51032
912	2443	51074
913	2445	51057
914	2449	51092
915	2452	51101
916	2455	51109
917	2458	51108
918	2460	51089
919	2466	51151
920	2469	51157
921	2473	51180
922	2476	51190
923	2479	51192
924	2482	51194
925	2485	51193
926	2487	51187
927	2490	51187
928	2494	51198
929	2497	51209
930	2500	51222
931	2506	51272
932	2507	51245
933	2509	51219
934	2511	51206
935	2514	51208
936	2516	51194
937	2519	51196
938	2520	51172
939	2524	51179
940	2525	51155
941	2527	51129
942	2530	51129
943	2533	51146
944	2537	51171
945	2540	51176
946	2543	51172
947	2547	51195
948	2551	51225
949	2556	51270
950	2560	51287
951	2562	51280
952	2567	51313
953	2571	51331
954	2576	51373
955	2580	51412
956	2583	51401
957	2586	51411
958	2589	51412
959	2592	51418
960	2597	51465
961	2600	51465
962	2603	51468
963	2605	51459
964	2608	51458
965	2611	51448
966	2613	51440
967	2615	51427
968	2618	51429
969	2620	51417
970	2625	51457
971	2631	51513
972	2635	51542
973	2637	51516
974	2640	51517
975	2644	51546
976	2650	51598
977	2655	51642
978	2662	51739
979	2665	51738
980	2668	51731
981	2672	51764
982	2677	51795
983	2679	51785
984	2682	51783
985	2685	51795
986	2690	51827
987	2695	51875
988	2699	51883
989	2700	51860
990	2703	51852
991	2705	51838
992	2707	51832
993	2711	51839
994	2713	51833
995	2716	51829
996	2719	51836
997	2723	51847
998	2724	51829
999	2728	51846
1000	2731	51845
1001	2735	51874
1002	2738	51868
1003	2745	51943
1004	2752	52028
1005	2757	52054
1006	2759	52038
1007	2762	52057
1008	2766	52069
1009	2775	52181
1010	2780	52216
1011	2786	52289
1012	2793	52351
1013	2795	52346
1014	2797	52325
1015	2799	52309
1016	2802	52304
1017	2803	52281
1018	2806	52285
1019	2809	52279
1020	2812	52274
1021	2815	52276
1022	2817	52269
1023	2819	52244
1024	2821	52224
1025	2824	52230
1026	2827	52228
1027	2828	52208
1028	2830	52188
1029	2834	52195
1030	2836	52184
1031	2838	52171
1032	2839	52145
1033	2841	52118
1034	2843	52106
1035	2847	52117
1036	2849	52110
1037	2852	52116
1038	2854	52093
1039	2858	52106
1040	2860	52098
1041	2863	52103
1042	2865	52082
1043	2868	52079
1044	2870	52073
1045	2873	52070
1046	2875	52051
1047	2877	52030
1048	2878	52004
1049	2881	52009
1050	2884	52004
1051	2887	51999
1052	2889	51986
1053	2892	51994
1054	2895	51992
1055	2898	51994
1056	2900	51986
1057	2903	51987
1058	2906	51993
1059	2908	51977
1060	2911	51969
1061	2912	51944
1062	2914	51926
1063	2916	51911
1064	2918	51890
1065	2919	51863
1066	2921	51844
1067	2924	51834
1068	2926	51820
1069	2929	51827
1070	2934	51865
1071	2936	51852
1072	2938	51830
1073	2939	51803
1074	2942	51795
1075	2945	51802
1076	2947	51781
1077	2949	51776
1078	2951	51754
1079	2953	51733
1080	2954	51715
1081	2956	51690
1082	2959	51697
1083	2962	51690
1084	2963	51663
1085	2965	51649
1086	2967	51626
1087	2969	51613
1088	2972	51617
1089	2974	51602
1090	2977	51612
1091	2981	51625
1092	2984	51629
1093	2986	51604
1094	2988	51587
1095	2990	51580
1096	2992	51569
1097	2994	51550
1098	2998	51561
1099	2999	51537
1100	3001	51514
1101	3004	51516
1102	3007	51528
1103	3010	51530
1104	3012	51515
1105	3014	51499
1106	3016	51486
1107	3020	51496
1108	3022	51486
1109	3024	51462
1110	3025	51444
1111	3030	51470
1112	3032	51460
1113	3035	51456
1114	3037	51453
1115	3043	51504
1116	3045	51490
1117	3048	51488
1118	3052	51507
1119	3057	51543
1120	3060	51539
1121	3063	51540
1122	3066	51539
1123	3068	51535
1124	3072	51541
1125	3077	51581
1126	3079	51566
1127	3082	51574
1128	3087	51608
1129	3090	51615
1130	3095	51639
1131	3099	51653
1132	3102	51656
1133	3103	51632
1134	3104	51608
1135	3107	51594
1136	3110	51608
1137	3113	51608
1138	3115	51591
1139	3118	51598
1140	3121	51588
1141	3123	51572
1142	3126	51577
1143	3130	51593
1144	3132	51581
1145	3134	51570
1146	3137	51568
1147	3140	51566
1148	3143	51581
1149	3145	51556
1150	3147	51550
1151	3149	51528
1152	3151	51516
1153	3154	51509
1154	3155	51484
1155	3156	51461
1156	3158	51437
1157	3159	51413
1158	3161	51393
1159	3162	51368
1160	3164	51352
1161	3166	51327
1162	3167	51306
1163	3169	51283
1164	3170	51260
1165	3175	51289
1166	3177	51271
1167	3178	51247
1168	3180	51230
1169	3181	51208
1170	3184	51199
1171	3185	51176
1172	3187	51163
1173	3189	51142
1174	3190	51119
1175	3196	51161
1176	3197	51138
1177	3199	51121
1178	3201	51100
1179	3204	51101
1180	3205	51079
1181	3207	51059
1182	3208	51042
1183	3212	51050
1184	3214	51031
1185	3215	51009
1186	3218	51016
1187	3220	51001
1188	3223	50996
1189	3224	50975
1190	3226	50957
1191	3229	50951
1192	3232	50965
1193	3234	50943
1194	3236	50935
1195	3238	50913
1196	3240	50895
1197	3242	50889
1198	3244	50868
1199	3245	50844
1200	3247	50828
1201	3248	50805
1202	3250	50782
1203	3251	50762
1204	3253	50746
1205	3255	50730
1206	3257	50711
1207	3258	50695
1208	3260	50676
1209	3261	50654
1210	3264	50649
1211	3266	50640
1212	3268	50618
1213	3269	50598
1214	3271	50576
1215	3273	50563
1216	3275	50557
1217	3278	50554
1218	3279	50531
1219	3281	50514
1220	3282	50492
1221	3284	50469
1222	3285	50446
1223	3288	50439
1224	3290	50425
1225	3291	50402
1226	3293	50393
1227	3295	50378
1228	3297	50364
1229	3299	50346
1230	3300	50327
1231	3303	50319
1232	3304	50296
1233	3305	50273
1234	3307	50254
1235	3308	50231
1236	3310	50208
1237	3312	50194
1238	3313	50177
1239	3315	50154
1240	3318	50155
1241	3319	50137
1242	3324	50165
1243	3326	50147
1244	3328	50139
1245	3334	50191
1246	3336	50171
1247	3338	50164
1248	3340	50145
1249	3342	50134
1250	3343	50115
1251	3345	50095
1252	3347	50080
1253	3348	50057
1254	3349	50036
1255	3352	50033
1256	3354	50018
1257	3356	50000
1258	3357	49985
1259	3360	49986
1260	3363	49987
1261	3369	50022
1262	3372	50025
1263	3376	50044
1264	3380	50060
1265	3384	50081
1266	3386	50071
1267	3389	50067
1268	3393	50085
1269	3396	50088
1270	3399	50089
1271	3402	50102
1272	3409	50150
1273	3411	50147
1274	3414	50149
1275	3416	50136
1276	3419	50130
1277	3422	50140
1278	3426	50160
1279	3428	50147
1280	3431	50142
1281	3433	50130
1282	3434	50109
1283	3436	50090
1284	3438	50074
1285	3440	50061
1286	3442	50053
1287	3446	50066
1288	3449	50066
1289	3451	50060
1290	3453	50053
1291	3456	50047
1292	3458	50038
1293	3459	50017
1294	3461	50002
1295	3464	50003
1296	3467	50001
1297	3470	50001
1298	3472	49990
1299	3475	49988
1300	3477	49983
1301	3479	49961
1302	3480	49945
1303	3483	49940
1304	3486	49948
1305	3488	49933
1306	3490	49927
1307	3493	49916
1308	3496	49925
1309	3498	49908
1310	3499	49888
1311	3502	49886
1312	3504	49872
1313	3505	49853
1314	3508	49848
1315	3511	49853
1316	3513	49846
1317	3515	49825
1318	3516	49804
1319	3518	49791
1320	3520	49785
1321	3522	49766
1322	3523	49746
1323	3525	49736
1324	3528	49726
1325	3531	49731
1326	3534	49732
1327	3537	49733
1328	3539	49726
1329	3545	49772
1330	3548	49778
1331	3551	49770
1332	3553	49764
1333	3556	49760
1334	3558	49751
1335	3561	49750
1336	3563	49747
1337	3565	49726
1338	3566	49710
1339	3569	49701
1340	3571	49695
1341	3575	49712
1342	3581	49750
1343	3583	49743
1344	3585	49725
1345	3586	49706
1346	3589	49702
1347	3592	49703
1348	3594	49701
1349	3597	49702
1350	3600	49697
1351	3602	49690
1352	3605	49689
1353	3607	49676
1354	3608	49659
1355	3612	49668
1356	3613	49650
1357	3615	49637
1358	3622	49682
1359	3624	49683
1360	3626	49664
1361	3627	49645
1362	3630	49639
1363	3636	49688
1364	3638	49672
1365	3640	49665
1366	3645	49684
1367	3647	49679
1368	3650	49678
1369	3652	49671
1370	3656	49682
1371	3658	49675
1372	3660	49659
1373	3662	49644
1374	3667	49676
1375	3671	49687
1376	3673	49675
1377	3675	49668
1378	3678	49674
1379	3681	49673
1380	3687	49710
1381	3690	49721
1382	3694	49739
1383	3697	49734
1384	3698	49715
1385	3701	49705
1386	3704	49712
1387	3708	49732
1388	3711	49725
1389	3713	49719
1390	3715	49712
1391	3718	49710
1392	3722	49719
1393	3729	49782
1394	3738	49853
1395	3741	49866
1396	3749	49925
1397	3752	49928
1398	3755	49936
1399	3759	49943
1400	3760	49928
1401	3763	49918
1402	3766	49926
1403	3769	49926
1404	3771	49913
1405	3774	49916
1406	3777	49916
1407	3779	49901
1408	3780	49886
1409	3783	49876
1410	3786	49880
1411	3787	49864
1412	3790	49864
1413	3794	49874
1414	3798	49889
1415	3799	49871
1416	3802	49862
1417	3804	49855
1418	3805	49836
1419	3807	49817
1420	3809	49805
1421	3811	49801
1422	3815	49816
1423	3818	49815
1424	3820	49802
1425	3823	49797
1426	3825	49795
1427	3828	49792
1428	3830	49783
1429	3833	49784
1430	3835	49772
1431	3838	49770
1432	3840	49766
1433	3844	49779
1434	3847	49780
1435	3849	49763
1436	3850	49745
1437	3854	49760
1438	3856	49743
1439	3858	49731
1440	3860	49722
1441	3862	49707
1442	3865	49712
1443	3867	49701
1444	3870	49694
1445	3871	49676
1446	3873	49658
1447	3874	49646
1448	3876	49627
1449	3877	49610
1450	3882	49627
1451	3884	49615
1452	3886	49615
1453	3891	49636
1454	3894	49636
1455	3896	49632
1456	3898	49612
1457	3901	49618
1458	3905	49625
1459	3906	49609
1460	3909	49606
1461	3911	49592
1462	3912	49576
1463	3914	49563
1464	3916	49551
1465	3918	49533
1466	3919	49521
1467	3923	49524
1468	3924	49508
1469	3928	49516
1470	3929	49499
1471	3931	49487
1472	3935	49494
1473	3940	49532
1474	3944	49534
1475	3947	49538
1476	3950	49547
1477	3955	49575
1478	3957	49562
1479	3963	49599
1480	3967	49612
1481	3972	49641
1482	3975	49643
1483	3981	49672
1484	3983	49660
1485	3986	49668
1486	3989	49671
1487	3992	49665
1488	3999	49716
1489	4001	49707
1490	4002	49691
1491	4005	49690
1492	4009	49700
1493	4012	49707
1494	4016	49717
1495	4021	49743
1496	4025	49761
1497	4032	49801
1498	4036	49818
1499	4042	49859
1500	4046	49866
1501	4048	49863
1502	4052	49878
1503	4054	49862
1504	4059	49884
1505	4063	49896
1506	4067	49909
1507	4069	49902
1508	4071	49896
1509	4075	49903
1510	4078	49907
1511	4082	49918
1512	4085	49917
1513	4086	49900
1514	4092	49932
1515	4095	49930
1516	4098	49931
1517	4100	49927
1518	4102	49914
1519	4104	49897
1520	4109	49922
1521	4112	49926
1522	4116	49947
1523	4119	49944
1524	4121	49929
1525	4123	49914
1526	4125	49913
1527	4130	49931
1528	4134	49946
1529	4137	49945
1530	4141	49958
1531	4143	49947
1532	4144	49929
1533	4146	49920
1534	4149	49913
1535	4151	49907
1536	4155	49912
1537	4156	49894
1538	4157	49874
1539	4159	49863
1540	4162	49864
1541	4164	49848
1542	4166	49834
1543	4168	49830
1544	4172	49839
1545	4173	49821
1546	4175	49808
1547	4177	49797
1548	4181	49805
1549	4182	49787
1550	4184	49775
1551	4187	49774
1552	4189	49765
1553	4191	49749
1554	4192	49729
1555	4194	49715
1556	4196	49714
1557	4199	49707
1558	4200	49691
1559	4203	49683
1560	4204	49668
1561	4207	49660
1562	4208	49644
1563	4210	49629
1564	4211	49610
1565	4213	49600
1566	4215	49591
1567	4217	49579
1568	4220	49579
1569	4223	49574
1570	4226	49578
1571	4228	49571
1572	4230	49556
1573	4232	49544
1574	4233	49526
1575	4235	49510
1576	4236	49492
1577	4237	49473
1578	4240	49473
1579	4242	49465
1580	4244	49447
1581	4245	49430
1582	4247	49420
1583	4249	49409
1584	4251	49391
1585	4252	49374
1586	4254	49358
1587	4255	49341
1588	4256	49323
1589	4260	49326
1590	4263	49326
1591	4265	49318
1592	4266	49304
1593	4270	49307
1594	4271	49292
1595	4273	49274
1596	4274	49257
1597	4276	49243
1598	4277	49225
1599	4279	49211
1600	4281	49207
1601	4283	49196
1602	4285	49180
1603	4286	49164
1604	4288	49147
1605	4289	49129
1606	4290	49112
1607	4292	49096
1608	4293	49078
1609	4295	49061
1610	4296	49045
1611	4298	49030
1612	4300	49021
1613	4302	49010
1614	4304	49006
1615	4307	49003
1616	4309	48987
1617	4310	48971
1618	4312	48957
1619	4315	48957
1620	4316	48940
1621	4318	48927
1622	4319	48912
1623	4324	48934
1624	4326	48919
1625	4327	48903
1626	4329	48894
1627	4333	48901
1628	4334	48884
1629	4336	48872
1630	4338	48863
1631	4341	48864
1632	4343	48854
1633	4345	48848
1634	4348	48839
1635	4350	48829
1636	4353	48830
1637	4357	48852
1638	4359	48840
1639	4363	48850
1640	4367	48858
1641	4370	48865
1642	4373	48862
1643	4374	48847
1644	4376	48831
1645	4377	48815
1646	4379	48800
1647	4380	48785
1648	4382	48769
1649	4384	48755
1650	4385	48740
1651	4387	48727
1652	4388	48712
1653	4392	48720
1654	4395	48718
1655	4396	48702
1656	4397	48685
1657	4399	48669
1658	4400	48654
1659	4404	48656
1660	4405	48643
1661	4407	48631
1662	4410	48627
1663	4412	48617
1664	4414	48608
1665	4416	48602
1666	4418	48592
1667	4420	48579
1668	4421	48565
1669	4423	48549
1670	4425	48538
1671	4426	48520
1672	4428	48516
1673	4431	48509
1674	4432	48497
1675	4435	48491
1676	4436	48478
1677	4438	48463
1678	4440	48448
1679	4441	48434
1680	4443	48428
1681	4445	48416
1682	4447	48409
1683	4450	48403
1684	4452	48396
1685	4455	48400
1686	4457	48384
1687	4458	48368
1688	4460	48359
1689	4462	48343
1690	4463	48327
1691	4465	48318
1692	4467	48312
1693	4469	48298
1694	4470	48281
1695	4472	48272
1696	4474	48262
1697	4476	48246
1698	4477	48233
1699	4479	48218
1700	4480	48201
1701	4482	48185
1702	4485	48188
1703	4487	48183
1704	4489	48176
1705	4491	48161
1706	4494	48167
1707	4496	48157
1708	4498	48145
1709	4499	48130
1710	4501	48116
1711	4503	48106
