iter	Passed	Remaining
1005	1218	1561
1006	1219	1560
1007	1220	1558
1008	1221	1556
1009	1222	1554
1010	1222	1552
1011	1223	1550
1012	1224	1549
1013	1224	1547
1014	1225	1545
1015	1226	1544
1016	1227	1543
1017	1228	1541
1018	1229	1539
1019	1230	1538
1020	1231	1536
1021	1232	1535
1022	1232	1533
1023	1233	1531
1024	1235	1530
1025	1236	1529
1026	1239	1529
1027	1239	1528
1028	1240	1526
1029	1242	1525
1030	1244	1525
1031	1245	1524
1032	1246	1522
1033	1247	1521
1034	1249	1520
1035	1250	1519
1036	1251	1518
1037	1252	1516
1038	1252	1514
1039	1253	1512
1040	1254	1510
1041	1254	1508
1042	1255	1507
1043	1256	1505
1044	1257	1504
1045	1258	1502
1046	1258	1500
1047	1259	1498
1048	1260	1496
1049	1261	1495
1050	1261	1493
1051	1262	1491
1052	1263	1489
1053	1264	1488
1054	1265	1486
1055	1265	1485
1056	1266	1482
1057	1266	1481
1058	1267	1479
1059	1268	1477
1060	1268	1475
1061	1269	1474
1062	1270	1472
1063	1271	1470
1064	1272	1469
1065	1273	1468
1066	1274	1466
1067	1275	1465
1068	1276	1463
1069	1277	1462
1070	1277	1460
1071	1278	1459
1072	1279	1457
1073	1280	1455
1074	1281	1453
1075	1281	1452
1076	1283	1451
1077	1283	1449
1078	1284	1447
1079	1286	1447
1080	1288	1446
1081	1289	1445
1082	1290	1444
1083	1290	1442
1084	1291	1440
1085	1292	1438
1086	1292	1436
1087	1294	1435
1088	1294	1434
1089	1297	1433
1090	1297	1431
1091	1298	1430
1092	1299	1429
1093	1301	1428
1094	1302	1427
1095	1303	1425
1096	1304	1424
1097	1305	1423
1098	1306	1421
1099	1307	1420
1100	1307	1418
1101	1308	1416
1102	1309	1414
1103	1309	1413
1104	1310	1411
1105	1310	1409
1106	1311	1407
1107	1312	1405
1108	1312	1403
1109	1313	1402
1110	1314	1400
1111	1314	1398
1112	1316	1398
1113	1317	1397
1114	1318	1395
1115	1319	1394
1116	1320	1393
1117	1321	1391
1118	1321	1389
1119	1322	1387
1120	1324	1387
1121	1325	1385
1122	1327	1385
1123	1329	1384
1124	1330	1384
1125	1332	1383
1126	1333	1381
1127	1335	1381
1128	1336	1380
1129	1337	1378
1130	1338	1377
1131	1339	1375
1132	1340	1374
1133	1341	1373
1134	1343	1372
1135	1343	1371
1136	1344	1369
1137	1345	1367
1138	1346	1366
1139	1348	1366
1140	1349	1364
1141	1349	1362
1142	1350	1361
1143	1352	1361
1144	1353	1359
1145	1354	1358
1146	1356	1357
1147	1357	1356
1148	1359	1355
1149	1360	1354
1150	1361	1353
1151	1363	1353
1152	1366	1353
1153	1369	1354
1154	1371	1353
1155	1373	1353
1156	1375	1353
1157	1376	1351
1158	1377	1350
1159	1378	1348
1160	1379	1347
1161	1380	1346
1162	1383	1346
1163	1387	1347
1164	1387	1346
1165	1389	1344
1166	1390	1343
1167	1393	1344
1168	1395	1343
1169	1396	1342
1170	1397	1341
1171	1398	1339
1172	1398	1338
1173	1402	1339
1174	1403	1337
1175	1405	1337
1176	1407	1336
1177	1408	1335
1178	1411	1336
1179	1413	1335
1180	1415	1335
1181	1416	1334
1182	1417	1332
1183	1421	1333
1184	1425	1334
1185	1426	1334
1186	1427	1332
1187	1429	1331
1188	1430	1330
1189	1431	1329
1190	1433	1329
1191	1434	1327
1192	1436	1326
1193	1437	1325
1194	1438	1324
1195	1439	1322
1196	1441	1322
1197	1444	1322
1198	1445	1321
1199	1447	1320
1200	1448	1319
1201	1450	1318
1202	1451	1317
1203	1452	1316
1204	1453	1314
1205	1454	1313
1206	1456	1312
1207	1456	1310
1208	1458	1310
1209	1460	1309
1210	1461	1308
1211	1462	1306
1212	1464	1305
1213	1465	1304
1214	1466	1303
1215	1467	1301
1216	1467	1300
1217	1468	1298
1218	1469	1296
1219	1471	1296
1220	1472	1295
1221	1473	1293
1222	1473	1291
1223	1474	1290
1224	1476	1289
1225	1477	1288
1226	1480	1288
1227	1481	1287
1228	1483	1286
1229	1483	1284
1230	1484	1283
1231	1485	1281
1232	1486	1280
1233	1486	1278
1234	1488	1277
1235	1488	1275
1236	1490	1274
1237	1490	1272
1238	1492	1271
1239	1493	1270
1240	1496	1270
1241	1499	1271
1242	1500	1269
1243	1501	1268
1244	1503	1268
1245	1507	1268
1246	1508	1267
1247	1512	1268
1248	1513	1267
1249	1514	1266
1250	1516	1265
1251	1518	1264
1252	1519	1263
1253	1520	1262
1254	1521	1260
1255	1522	1259
1256	1525	1259
1257	1529	1260
1258	1530	1259
1259	1532	1258
1260	1535	1259
1261	1536	1258
1262	1537	1256
1263	1538	1255
1264	1539	1253
1265	1542	1253
1266	1543	1252
1267	1544	1250
1268	1545	1249
1269	1546	1248
1270	1547	1246
1271	1548	1245
1272	1548	1243
1273	1549	1241
1274	1549	1239
1275	1550	1238
1276	1551	1237
1277	1552	1235
1278	1553	1234
1279	1554	1232
1280	1555	1231
1281	1555	1229
1282	1556	1227
1283	1557	1226
1284	1557	1224
1285	1558	1222
1286	1559	1221
1287	1559	1219
1288	1561	1218
1289	1564	1218
1290	1566	1218
1291	1567	1216
1292	1568	1215
1293	1568	1213
1294	1570	1212
1295	1570	1210
1296	1571	1209
1297	1572	1207
1298	1573	1206
1299	1573	1204
1300	1574	1203
1301	1575	1201
1302	1575	1199
1303	1577	1199
1304	1578	1197
1305	1579	1196
1306	1580	1194
1307	1582	1193
1308	1584	1193
1309	1585	1191
1310	1586	1190
1311	1586	1189
1312	1588	1187
1313	1588	1186
1314	1589	1184
1315	1590	1183
1316	1592	1182
1317	1592	1180
1318	1593	1179
1319	1595	1178
1320	1597	1177
1321	1598	1176
1322	1598	1174
1323	1600	1174
1324	1602	1172
1325	1603	1171
1326	1604	1170
1327	1604	1168
1328	1607	1168
1329	1608	1166
1330	1609	1165
1331	1610	1164
1332	1612	1163
1333	1613	1162
1334	1616	1162
1335	1617	1160
1336	1617	1159
1337	1618	1157
1338	1619	1156
1339	1620	1154
1340	1623	1154
1341	1625	1153
1342	1627	1153
1343	1627	1151
1344	1628	1150
1345	1631	1149
1346	1631	1148
1347	1632	1146
1348	1633	1145
1349	1635	1144
1350	1636	1143
1351	1637	1142
1352	1640	1142
1353	1640	1140
1354	1641	1138
1355	1646	1139
1356	1648	1139
1357	1649	1137
1358	1649	1136
1359	1653	1136
1360	1654	1135
1361	1655	1134
1362	1656	1133
1363	1657	1131
1364	1659	1130
1365	1663	1131
1366	1665	1130
1367	1667	1130
1368	1668	1128
1369	1669	1127
1370	1669	1125
1371	1675	1127
1372	1678	1126
1373	1680	1126
1374	1681	1124
1375	1682	1123
1376	1685	1123
1377	1688	1123
1378	1691	1123
1379	1692	1122
1380	1693	1120
1381	1693	1118
1382	1694	1117
1383	1695	1116
1384	1697	1115
1385	1699	1114
1386	1699	1112
1387	1702	1112
1388	1703	1111
1389	1704	1109
1390	1706	1109
1391	1707	1107
1392	1710	1107
1393	1712	1107
1394	1715	1106
1395	1718	1106
1396	1719	1105
1397	1720	1104
1398	1721	1102
1399	1722	1101
1400	1724	1100
1401	1725	1099
1402	1726	1097
1403	1727	1096
1404	1728	1094
1405	1730	1093
1406	1731	1093
1407	1733	1092
1408	1735	1091
1409	1738	1090
1410	1738	1089
1411	1739	1087
1412	1742	1087
1413	1744	1086
1414	1745	1085
1415	1746	1084
1416	1747	1082
1417	1748	1081
1418	1751	1081
1419	1754	1081
1420	1758	1081
1421	1763	1082
1422	1767	1083
1423	1769	1082
1424	1773	1083
1425	1774	1081
1426	1776	1080
1427	1777	1078
1428	1782	1079
1429	1782	1078
1430	1784	1077
1431	1787	1077
1432	1789	1076
1433	1790	1074
1434	1792	1074
1435	1795	1074
1436	1797	1073
1437	1798	1071
1438	1799	1070
1439	1801	1069
1440	1801	1067
1441	1803	1066
1442	1807	1067
1443	1808	1065
1444	1813	1066
1445	1816	1066
1446	1821	1067
1447	1822	1065
1448	1824	1065
1449	1825	1063
1450	1826	1062
1451	1829	1062
1452	1830	1060
1453	1831	1059
1454	1833	1058
1455	1834	1056
1456	1835	1055
1457	1838	1055
1458	1844	1056
1459	1845	1055
1460	1846	1053
1461	1848	1053
1462	1850	1052
1463	1851	1051
1464	1853	1050
1465	1858	1050
1466	1861	1050
1467	1864	1050
1468	1865	1048
1469	1868	1048
1470	1874	1050
1471	1878	1050
1472	1879	1049
1473	1881	1048
1474	1888	1049
1475	1889	1048
1476	1890	1046
1477	1892	1046
1478	1894	1045
1479	1896	1044
1480	1896	1042
1481	1898	1041
1482	1902	1041
1483	1904	1040
1484	1906	1039
1485	1909	1039
1486	1909	1037
1487	1912	1037
1488	1916	1037
1489	1918	1036
1490	1919	1034
1491	1920	1033
1492	1922	1032
1493	1924	1031
1494	1925	1030
1495	1928	1029
1496	1928	1028
1497	1930	1027
1498	1932	1026
1499	1933	1024
1500	1935	1024
1501	1941	1025
1502	1942	1023
1503	1943	1022
1504	1947	1022
1505	1949	1021
1506	1951	1020
1507	1951	1018
1508	1953	1017
1509	1954	1015
1510	1954	1014
1511	1957	1013
1512	1957	1011
1513	1960	1011
1514	1962	1010
1515	1967	1010
1516	1971	1011
1517	1973	1010
1518	1974	1008
1519	1976	1007
1520	1977	1006
1521	1978	1004
1522	1979	1003
1523	1980	1001
1524	1987	1003
1525	1989	1002
1526	1990	1001
1527	1995	1001
1528	1999	1001
1529	2000	1000
1530	2002	999
1531	2004	998
1532	2006	997
1533	2007	995
1534	2008	994
1535	2009	993
1536	2011	992
1537	2012	990
1538	2014	989
1539	2015	988
1540	2019	987
1541	2020	986
1542	2027	988
1543	2030	987
1544	2035	988
1545	2037	986
1546	2038	985
1547	2039	984
1548	2043	984
1549	2046	983
1550	2048	982
1551	2049	981
1552	2050	979
1553	2054	979
1554	2055	978
1555	2056	976
1556	2058	975
1557	2058	973
1558	2059	972
1559	2063	972
1560	2065	971
1561	2066	969
1562	2066	967
1563	2067	966
1564	2068	964
1565	2069	963
1566	2070	962
1567	2075	962
1568	2076	960
1569	2078	959
1570	2079	958
1571	2081	957
1572	2082	955
1573	2082	954
1574	2083	952
1575	2089	953
1576	2090	951
1577	2091	950
1578	2092	949
1579	2093	947
1580	2094	946
1581	2098	945
1582	2102	945
1583	2104	944
1584	2112	946
1585	2116	946
1586	2118	945
1587	2123	945
1588	2125	944
1589	2127	943
1590	2130	942
1591	2134	942
1592	2135	941
1593	2136	939
1594	2138	938
1595	2140	937
1596	2141	936
1597	2144	935
1598	2146	934
1599	2147	932
1600	2148	931
1601	2148	929
1602	2151	928
1603	2154	928
1604	2156	927
1605	2157	925
1606	2159	924
1607	2162	923
1608	2167	923
1609	2167	922
1610	2169	920
1611	2170	919
1612	2171	918
1613	2171	916
1614	2172	914
1615	2172	912
1616	2173	911
1617	2174	909
1618	2176	908
1619	2177	907
1620	2178	905
1621	2179	904
1622	2179	902
1623	2180	900
1624	2181	899
1625	2182	898
1626	2183	896
1627	2185	895
1628	2185	893
1629	2186	892
1630	2191	892
1631	2192	890
1632	2192	888
1633	2193	887
1634	2194	885
1635	2195	884
1636	2197	883
1637	2199	882
1638	2200	880
1639	2200	879
1640	2201	877
1641	2203	876
1642	2204	874
1643	2205	873
1644	2207	872
1645	2208	870
1646	2209	869
1647	2211	868
1648	2212	866
1649	2213	865
1650	2214	863
1651	2214	861
1652	2217	861
1653	2220	860
1654	2220	858
1655	2221	857
1656	2222	855
1657	2222	854
1658	2223	852
1659	2224	850
1660	2225	849
1661	2227	848
1662	2227	846
1663	2229	845
1664	2229	843
1665	2230	841
1666	2231	840
1667	2231	838
1668	2232	837
1669	2234	836
1670	2234	834
1671	2235	832
1672	2236	831
1673	2238	830
1674	2239	828
1675	2241	827
1676	2243	826
1677	2244	825
1678	2244	823
1679	2246	822
1680	2247	821
1681	2248	819
1682	2248	817
1683	2249	816
1684	2250	814
1685	2252	813
1686	2253	812
1687	2255	811
1688	2256	809
1689	2257	807
1690	2258	806
1691	2259	805
1692	2260	803
1693	2261	802
1694	2266	802
1695	2269	801
1696	2271	800
1697	2276	800
1698	2281	800
1699	2282	799
1700	2283	797
1701	2284	795
1702	2287	795
1703	2288	793
1704	2291	792
1705	2296	792
1706	2300	792
1707	2300	790
1708	2301	789
1709	2303	788
1710	2304	786
1711	2306	785
1712	2307	784
1713	2309	782
1714	2310	781
1715	2312	780
1716	2312	778
1717	2314	777
1718	2315	775
1719	2317	774
1720	2320	773
1721	2321	772
1722	2321	770
1723	2322	769
1724	2322	767
1725	2324	766
1726	2325	764
1727	2327	763
1728	2328	762
1729	2328	760
1730	2330	759
1731	2331	757
1732	2331	756
1733	2332	754
1734	2332	752
1735	2334	751
1736	2334	750
1737	2335	748
1738	2336	746
1739	2338	745
1740	2340	744
1741	2341	743
1742	2344	742
1743	2345	741
1744	2347	739
1745	2348	738
1746	2348	736
1747	2349	735
1748	2350	733
1749	2352	732
1750	2352	731
1751	2353	729
1752	2354	727
1753	2355	726
1754	2356	725
1755	2358	723
1756	2360	722
1757	2360	721
1758	2361	719
1759	2362	718
1760	2363	716
1761	2363	714
1762	2363	713
1763	2364	711
1764	2365	710
1765	2367	709
1766	2369	707
1767	2369	706
1768	2370	704
1769	2371	703
1770	2371	701
1771	2373	700
1772	2373	698
1773	2374	697
1774	2378	696
1775	2379	695
1776	2380	693
1777	2381	692
1778	2381	690
1779	2382	689
